State_Name,District_Name,Latitude,Longitude
CHHATTISGARH,MAHASAMUND,21.10718,82.0977939
CHHATTISGARH,RAIGARH,21.995667,83.295245
CHHATTISGARH,RAIPUR,21.2513844,81.6296413
CHHATTISGARH,RAJNANDGAON,21.0971034,81.0302222
CHHATTISGARH,SURGUJA,23.3437983,83.2960423
D & N HAVELI,DADRA AND NAGAR HAVELI,19.9808672,72.9169134
GOA,NORTH GOA,15.5093316,73.7089498
GOA,SOUTH GOA,15.1596785,73.97701
GUJARAT,AHMEDABAD,23.2395677,72.5660045
GUJARAT,AMRELI,21.802871,71.21817
GUJARAT,ANAND,22.760869,72.9547729
GUJARAT,BANAS KANTHA,24.1070289,72.3514618
GUJARAT,BHARUCH,21.9246442,73.0022939
GUJARAT,BHAVNAGAR,22.1744725,72.0419304
GUJARAT,DAHOD,22.7323,73.953464
GUJARAT,DANGS,20.6836638,73.4477857
GUJARAT,GANDHINAGAR,23.4248196,72.8463769
GUJARAT,JAMNAGAR,22.3707019,70.05773
GUJARAT,JUNAGADH,21.722184,70.4578768
GUJARAT,KACHCHH,23.8337326,69.8597406
GUJARAT,KHEDA,22.945977,72.6812889
GUJARAT,MAHESANA,23.6879607,72.0693252
GUJARAT,NARMADA,21.9511746,73.7007088
GUJARAT,NAVSARI,21.151851,73.121463
GUJARAT,PANCH MAHALS,23.0208623,73.5477857
GUJARAT,PATAN,23.950809,71.814838
GUJARAT,PORBANDAR,21.8417069,69.6292654
GUJARAT,RAJKOT,22.5038945,70.8021599
GUJARAT,SABAR KANTHA,23.8843587,72.7821623
GUJARAT,SURAT,21.395,72.819444
GUJARAT,SURENDRANAGAR,22.9288036,71.6258023
GUJARAT,VADODARA,22.5073095,73.1810976
GUJARAT,VALSAD,20.910069,72.925858
HARYANA,AMBALA,30.3781788,76.6766974
HARYANA,BHIWANI,28.7990445,75.9335112
HARYANA,FARIDABAD,28.3089123,77.2177894
HARYANA,FATEHABAD,29.513439,75.25311
HARYANA,GURGAON,28.3594965,76.8266383
HARYANA,HISAR,29.1491875,75.5216527
HARYANA,JHAJJAR,28.59886,76.454182
HARYANA,JIND,29.3167,76.1167
HARYANA,KAITHAL,29.795441,76.199269
HARYANA,KARNAL,29.6856929,76.7904825
HARYANA,KURUKSHETRA,29.9695121,76.578282
HARYANA,MAHENDRAGARH,28.262109,75.955627
HARYANA,MEWAT,27.9690426,77.0024902
HARYANA,PANCHKULA,30.7942091,76.860565
HARYANA,PANIPAT,29.39,76.77
HARYANA,REWARI,28.18811,76.411542
HARYANA,ROHTAK,28.892361,76.39124
HARYANA,SIRSA,29.5333,74.8167
HARYANA,SONIPAT,29.0285745,76.7914935
HARYANA,YAMUNANAGAR,30.032971,76.887784
HIMACHAL PRADESH,BILASPUR,31.5454488,76.9596221
HIMACHAL PRADESH,CHAMBA,32.9533633,76.3258083
HIMACHAL PRADESH,HAMIRPUR,32.0911745,76.5193092
HIMACHAL PRADESH,KANGRA,32.5,76.47
HIMACHAL PRADESH,KINNAUR,31.8509575,78.3751945
HIMACHAL PRADESH,KULLU,32.157851,77.3094597
HIMACHAL PRADESH,LAHAUL & SPITI,32.6510792,77.4979771
HIMACHAL PRADESH,MANDI,31.9081655,76.9313675
HIMACHAL PRADESH,SHIMLA,31.3046052,77.3734242
HIMACHAL PRADESH,SIRMAUR,30.7258327,77.3864879
HIMACHAL PRADESH,SOLAN,31.10396,77.096943
HIMACHAL PRADESH,UNA,31.668445,76.4707745
JAMMU & KASHMIR,ANANTNAG,34.0325546,75.2703752
JAMMU & KASHMIR,BANDIPORA,34.823415,74.442326
JAMMU & KASHMIR,BARAMULLA,34.611475,74.143896
JAMMU & KASHMIR,BUDGAM,34.3348549,74.4400432
JAMMU & KASHMIR,DODA,33.54647,75.348867
JAMMU & KASHMIR,JAMMU,33.1266016,74.6570259
JAMMU & KASHMIR,KARGIL,34.940874,75.038442
JAMMU & KASHMIR,KATHUA,32.767966,75.323478
JAMMU & KASHMIR,KISHTWAR,33.712285,75.673367
JAMMU & KASHMIR,KULGAM,33.8451269,74.7185004
JAMMU & KASHMIR,KUPWARA,34.92682,74.058639
JAMMU & KASHMIR,LEH (LADAKH),34.5319397,77.2787563
JAMMU & KASHMIR,POONCH,34.174655,73.893469
JAMMU & KASHMIR,PULWAMA,34.2716117,74.8945692
JAMMU & KASHMIR,RAJAURI,33.782898,74.09102
JAMMU & KASHMIR,RAMBAN,33.641081,75.038165
JAMMU & KASHMIR,REASI,33.482804,74.633314
JAMMU & KASHMIR,SAMBA,32.9530092,74.9107526
JAMMU & KASHMIR,SHOPIAN,34.0252579,74.527701
JAMMU & KASHMIR,SRINAGAR,34.5836581,74.8993681
JAMMU & KASHMIR,UDHAMPUR,33.31893,74.931271
JHARKHAND,BOKARO,23.590791,86.013154
JHARKHAND,CHATRA,24.004235,84.870937
JHARKHAND,DEOGHAR,24.1833,86.7
JHARKHAND,DHANBAD,23.5956531,86.4303859
JHARKHAND,DUMKA,24.0667,87.25
JHARKHAND,GARHWA,23.9722222,83.8086111
JHARKHAND,GIRIDIH,23.979741,86.302231
JHARKHAND,GODDA,24.6277778,87.3113889
JHARKHAND,GUMLA,22.8474,84.54207
JHARKHAND,HAZARIBAGH,23.796,85.371017
JHARKHAND,JAMTARA,23.843871,86.83255
JHARKHAND,KHUNTI,22.77689,85.280647
JHARKHAND,KODERMA,24.168076,85.591629
JHARKHAND,LATEHAR,23.5438049,84.504337
JHARKHAND,LOHARDAGA,23.2333,84.6833
JHARKHAND,PAKUR,24.4380556,87.6469443
JHARKHAND,PALAMU,23.9286106,84.1857115
JHARKHAND,PASCHIM SINGHBHUM,22.2625369,85.520024
JHARKHAND,PURBI SINGHBHUM,22.3735219,86.3376761
JHARKHAND,RAMGARH,23.3283333,85.6211111
JHARKHAND,RANCHI,23.1440997,85.309562
JHARKHAND,SAHIBGANJ,24.945118,87.534182
JHARKHAND,SERAIKELA KHARSAWAN,22.6561261,86.0121573
JHARKHAND,SIMDEGA,22.409739,84.503807
KARNATAKA,BAGALKOT,16.385011,75.6962429
KARNATAKA,BANGALORE RURAL,13.3985371,77.5994197
KARNATAKA,BANGALORE URBAN,13.1226281,77.4077865
KARNATAKA,BELGAUM,16.1667,74.6
KARNATAKA,BELLARY,15.23854,76.6187319
KARNATAKA,BIDAR,17.92,77.219722
KARNATAKA,BIJAPUR,17.02402,75.71534
KARNATAKA,CHAMARAJANAGAR,12.2261471,76.9437312
KARNATAKA,CHICKMAGALUR,13.611821,75.770385
KARNATAKA,CHIKBALLAPUR,13.72608,77.730401
KARNATAKA,CHITRADURGA,14.52209,76.40036
KARNATAKA,DAVANGERE,14.7663438,75.9238397
KARNATAKA,DHARWAD,15.765067,75.0034809
KARNATAKA,GADAG,15.72878,75.631279
KARNATAKA,GULBARGA,17.629731,76.8342956
KARNATAKA,HASSAN,13.3068142,76.0995519
KARNATAKA,HAVERI,15.1,75.4
KARNATAKA,KODAGU,12.6374942,75.8069082
KARNATAKA,KOLAR,13.4357446,78.0325611
KARNATAKA,KOPPAL,15.6507081,76.1554311
KARNATAKA,MANDYA,12.7241667,76.7958333
KARNATAKA,MANGALORE(DAKSHINA KANNADA),13.2141417,74.8559568
KARNATAKA,MYSORE,12.503534,76.44611
KARNATAKA,RAICHUR,16.50702,76.954362
KARNATAKA,RAMANAGARA,12.91454,77.076718
KARNATAKA,SHIMOGA,14.2299299,75.568101
KARNATAKA,TUMKUR,13.64,77.1
KARNATAKA,UDUPI,13.63232,74.746048
KARNATAKA,UTTAR KANNADA,15.0092298,74.7805192
KERALA,ALAPPUZHA,9.5980667,76.5388484
KERALA,ERNAKULAM,10.31486,76.3034669
KERALA,IDUKKI,10.1478859,76.8808677
KERALA,KANNUR,12.1763372,75.375156
KERALA,KASARGOD,12.59247,74.990623
KERALA,KOLLAM,9.28,76.8
KERALA,KOTTAYAM,9.8987204,76.3288966
KERALA,KOZHIKODE,11.5587531,75.78041
KERALA,MALAPPURAM,11.1667,75.9667
KERALA,PALAKKAD,11.0867303,76.4547932
KERALA,PATHANAMTHITTA,9.6647582,76.9870414
KERALA,THIRUVANANTHAPURAM,8.8874949,76.948623
KERALA,THRISSUR,10.7276416,76.1144349
KERALA,WAYANAD,12.0094457,75.795537
MADHYA PRADESH,ALIRAJPUR,22.1053,74.3524999
MADHYA PRADESH,ANUPPUR,22.901645,81.697937
MADHYA PRADESH,ASHOKNAGAR,24.3775148,77.7318495
MADHYA PRADESH,BALAGHAT,21.612876,80.1838293
MADHYA PRADESH,BARWANI,21.83302,74.895866
MADHYA PRADESH,BETUL,21.703865,77.903453
MADHYA PRADESH,BHIND,26.3642,78.6883
MADHYA PRADESH,BHOPAL,23.0599333,77.3126149
MADHYA PRADESH,BURHANPUR,21.1073729,76.230416
MADHYA PRADESH,CHHATARPUR,24.71099,79.587784
MADHYA PRADESH,CHHINDWARA,21.857437,78.9381729
MADHYA PRADESH,DAMOH,23.6380986,79.4421731
MADHYA PRADESH,DATIA,25.6653262,78.4609393
MADHYA PRADESH,DEWAS,22.761227,76.251411
MADHYA PRADESH,DHAR,22.4,75.3
MADHYA PRADESH,DINDORI,22.742639,81.0751789
MADHYA PRADESH,GUNA,24.44488,77.310158
MADHYA PRADESH,GWALIOR,26.0182871,78.1828308
MADHYA PRADESH,HARDA,22.143789,77.0959759
MADHYA PRADESH,HOSHANGABAD,22.544108,77.736967
MADHYA PRADESH,INDORE,22.5195687,75.8577258
MADHYA PRADESH,JABALPUR,22.9667,79.95
MADHYA PRADESH,JHABUA,22.569666,74.5920921
MADHYA PRADESH,KATNI,23.636081,80.3954699
MADHYA PRADESH,KHANDWA(EAST NIMAR),21.6257334,76.352571
MADHYA PRADESH,KHARGONE,21.623366,75.610364
MADHYA PRADESH,MANDLA,22.393203,80.375082
MADHYA PRADESH,MANDSAUR,23.871568,75.06693
MADHYA PRADESH,MORENA,26.401257,77.993365
MADHYA PRADESH,NARSINGHPUR,22.74453,79.193916
MADHYA PRADESH,NEEMUCH,24.265285,74.871128
MADHYA PRADESH,PANNA,24.522441,80.187115
MADHYA PRADESH,RAISEN,23.130545,77.783907
MADHYA PRADESH,RAJGARH,23.7078819,76.3278803
MADHYA PRADESH,RATLAM,23.130412,75.044315
MADHYA PRADESH,REWA,24.3313889,81.3011111
MADHYA PRADESH,SAGAR,23.632294,78.7449169
MADHYA PRADESH,SATNA,24.3833,80.8333
MADHYA PRADESH,SEHORE,23.0,76.8833
MADHYA PRADESH,SEONI,21.888284,79.551864
MADHYA PRADESH,SHAHDOL,23.1021885,81.3568021
MADHYA PRADESH,SHAJAPUR,23.226589,76.275573
MADHYA PRADESH,SHEOPUR,25.4667,76.7
MADHYA PRADESH,SHIVPURI,25.22329,77.653633
MADHYA PRADESH,SIDHI,24.1975,81.8802777
MADHYA PRADESH,SINGRAULI,23.9992101,82.3645469
MADHYA PRADESH,TIKAMGARH,24.5408333,78.9311111
MADHYA PRADESH,UJJAIN,22.9793013,75.7849097
MADHYA PRADESH,UMARIA,23.3258809,80.840683
MADHYA PRADESH,VIDISHA,23.524019,77.8060069
MAHARASHTRA,AHMEDNAGAR,19.0952075,74.7495916
MAHARASHTRA,AKOLA,20.70388,76.997093
MAHARASHTRA,AMRAVATI,20.730679,77.7587129
MAHARASHTRA,AURANGABAD,19.8761653,75.3433139
MAHARASHTRA,BEED,18.9833333,75.7666666
MAHARASHTRA,BHANDARA,20.870519,79.664692
MAHARASHTRA,BULDHANA,20.432949,76.184303
MAHARASHTRA,CHANDRAPUR,19.95,79.3
MAHARASHTRA,DHULE,21.0042201,74.5748979
MAHARASHTRA,GADCHIROLI,19.7824052,80.0031833
MAHARASHTRA,GONDIA,20.85985,80.0981809
MAHARASHTRA,HINGOLI,19.7167,77.15
MAHARASHTRA,JALGAON,20.713321,75.463972
MAHARASHTRA,JALNA,19.838949,75.887177
MAHARASHTRA,KOLHAPUR,16.7913076,74.2448662
MAHARASHTRA,LATUR,18.39768,76.5809709
MAHARASHTRA,NAGPUR,20.9458004,79.0881546
MAHARASHTRA,NANDED,19.153061,77.3058469
MAHARASHTRA,NANDURBAR,21.4755507,74.0427644
MAHARASHTRA,NASHIK,19.9974533,73.7898023
MAHARASHTRA,OSMANABAD,18.1860659,76.0419409
MAHARASHTRA,PARBHANI,19.2667,76.7833
MAHARASHTRA,PUNE,18.5204303,73.8567437
MAHARASHTRA,RAIGAD,18.5157519,73.1821623
MAHARASHTRA,RATNAGIRI,16.99202,73.3923129
MAHARASHTRA,SANGLI,16.95438,74.66417
MAHARASHTRA,SATARA,17.691401,74.000938
MAHARASHTRA,SINDHUDURG,16.1816208,73.7477857
MAHARASHTRA,SOLAPUR,17.6599188,75.9063906
MAHARASHTRA,THANE,19.2183307,72.9780897
MAHARASHTRA,WARDHA,20.745319,78.6021946
MAHARASHTRA,WASHIM,20.09907,77.136703
MAHARASHTRA,YAVATMAL,20.3887937,78.1204073
MANIPUR,BISHNUPUR,24.3288644,93.7612856
MANIPUR,CHANDEL,23.928989,94.086769
MANIPUR,CHURACHANDPUR,24.05,93.5
MANIPUR,IMPHAL EAST,24.7269714,94.2082563
MANIPUR,IMPHAL WEST,24.6827837,93.8858955
MANIPUR,SENAPATI,25.0705556,94.0205555
MANIPUR,TAMENGLONG,24.8879342,93.595292
MANIPUR,THOUBAL,24.3523299,94.0908335
MANIPUR,UKHRUL,24.9953858,94.4616516
MEGHALAYA,EAST GARO HILLS,25.5671692,90.6257823
MEGHALAYA,EAST KHASI HILLS,25.2681768,91.7538817
MEGHALAYA,JAINTIA HILLS,25.2333333,92.4666667
MEGHALAYA,RI BHOI,25.6874906,91.8708613
MEGHALAYA,SOUTH GARO HILLS,25.2300969,90.563609
MEGHALAYA,WEST GARO HILLS,25.4679372,90.2244662
MEGHALAYA,WEST KHASI HILLS,25.3624625,91.2891035
MIZORAM,AIZAWL,23.627107,92.9176389
MIZORAM,CHAMPHAI,23.5565708,93.3281929
MIZORAM,KOLASIB,23.931124,92.875639
MIZORAM,LAWNGTLAI,22.1333,92.9
MIZORAM,LUNGLEI,22.709806,92.9526
MIZORAM,MAMIT,23.3470308,92.646216
MIZORAM,SAIHA,22.089734,93.179269
MIZORAM,SERCHHIP,23.110142,93.154642
NAGALAND,DIMAPUR,25.506267,93.92759
NAGALAND,KIPHIRE,25.7689085,94.9853412
NAGALAND,KOHIMA,25.67035,94.209515
NAGALAND,LONGLENG,26.3901992,94.919664
NAGALAND,MOKOKCHUNG,26.218609,94.612108
NAGALAND,MON,26.622668,95.132764
NAGALAND,PEREN,25.312757,93.677164
NAGALAND,PHEK,25.5934215,94.5703202
NAGALAND,TUENSANG,26.1357422,95.0131863
NAGALAND,WOKHA,25.994397,94.359963
NAGALAND,ZUNHEBOTO,25.9092831,94.7237707
ORISSA,ANGUL,20.85,85.1
ORISSA,BALANGIR,20.7167,83.4832999
ORISSA,BALESWAR,21.3468696,86.6611083
ORISSA,BARGARH,21.3333,83.6167
ORISSA,BHADRAK,20.9582737,86.5958396
ORISSA,BOUDH,20.8333,84.3167
ORISSA,CUTTACK,20.462521,85.9829895
ORISSA,DEBAGARH,21.5333,84.7333
ORISSA,DHENKANAL,20.65616,85.604263
ORISSA,GAJAPATI,19.1912221,84.1857115
ORISSA,GANJAM,19.384291,84.856358
ORISSA,JAGATSINGHAPUR,20.1975828,86.3376761
ORISSA,JAJAPUR,20.85,86.1333
ORISSA,JHARSUGUDA,21.760243,83.815518
ORISSA,KALAHANDI,20.1032985,83.1649001
ORISSA,KANDHAMAL,20.1342042,84.0167423
ORISSA,KENDRAPARA,20.6,86.5166999
ORISSA,KENDUJHAR,21.6333,85.4833
ORISSA,KHORDHA,20.18564,85.627296
ORISSA,KORAPUT,18.813487,82.7123327
ORISSA,MALKANGIRI,18.163526,81.895253
ORISSA,MAYURBHANJ,21.815365,86.4359551
ORISSA,NABARANGAPUR,19.2281434,82.5469898
ORISSA,NAYAGARH,20.1231332,85.1038426
ORISSA,NUAPADA,20.5167,82.6333
ORISSA,PURI,19.8133822,85.8314655
ORISSA,RAYAGADA,19.1667,83.4167
ORISSA,SAMBALPUR,21.3662219,84.075164
ORISSA,SONEPUR,20.9338113,83.804868
ORISSA,SUNDARGARH,21.9167,84.2333
PUDUCHERRY,PONDICHERRY,12.1309645,79.5851817
PUNJAB,AMRITSAR,31.6339793,74.6722642
PUNJAB,BARNALA,30.37964,75.3461209
PUNJAB,BATHINDA,30.210994,74.7454745
PUNJAB,FARIDKOT,30.5667,74.55
PUNJAB,FATEHGARH SAHIB,30.6456,75.9825
PUNJAB,FEROZEPUR,30.9181,74.516142
PUNJAB,GURDASPUR,32.033852,75.2071269
PUNJAB,HOSHIARPUR,31.53,75.72
PUNJAB,JALANDHAR,31.3260152,75.3761829
PUNJAB,KAPURTHALA,31.67492,75.184216
PUNJAB,LUDHIANA,30.900965,75.5572758
PUNJAB,MANSA,29.9833,75.1833
PUNJAB,MOGA,30.8164603,74.9717093
PUNJAB,MUKTSAR,30.268439,74.217479
PUNJAB,NAWANSHAHR,31.126989,75.920667
PUNJAB,PATIALA,30.3299999,76.1999999
PUNJAB,RUPNAGAR,30.9659168,76.3230234
PUNJAB,S.A.S NAGAR,30.6046486,76.4178726
PUNJAB,SANGRUR,30.2457963,75.7420716
PUNJAB,TARN TARAN,31.25,74.7253
RAJASTHAN,AJMER,26.25,74.3399999
RAJASTHAN,ALWAR,27.3609324,76.3250168
RAJASTHAN,BANSWARA,23.340541,74.1422529
RAJASTHAN,BARAN,24.994641,76.609422
RAJASTHAN,BARMER,25.55,71.0833
RAJASTHAN,BHARATPUR,27.015599,77.19015
RAJASTHAN,BHILWARA,24.146251,74.336383
RAJASTHAN,BIKANER,28.31989,73.017551
RAJASTHAN,BUNDI,25.23815,75.3373059
RAJASTHAN,CHITTORGARH,24.6887435,74.3269216
RAJASTHAN,CHURU,28.502731,74.6670489
RAJASTHAN,DAUSA,26.68859,76.035907
RAJASTHAN,DHOLPUR,26.591311,77.579723
RAJASTHAN,DUNGARPUR,23.641668,73.5146623
RAJASTHAN,GANGANAGAR,29.6167,73.3833
RAJASTHAN,HANUMANGARH,29.31775,74.089017
RAJASTHAN,JAIPUR,26.9124165,75.4872879
RAJASTHAN,JAISALMER,26.7542164,70.8999999,70.5119953
RAJASTHAN,JALOR,25.14399,72.115753
RAJASTHAN,JHALAWAR,24.217999,75.857578
RAJASTHAN,JHUNJHUNU,27.924203,75.098318
RAJASTHAN,JODHPUR,26.0567287,72.7170441
RAJASTHAN,KARAULI,26.29682,76.727603
RAJASTHAN,KOTA,24.7695114,75.8539898
RAJASTHAN,NAGAUR,26.9991222,72.440924
RAJASTHAN,PALI,25.5710893,73.0234478
RAJASTHAN,RAJSAMAND,24.8667,73.5832999
RAJASTHAN,SAWAI MADHOPUR,25.820309,76.044299
RAJASTHAN,SIKAR,27.4094,73.8399109
RAJASTHAN,SIROHI,24.686909,72.547633
RAJASTHAN,TONK,25.9667,75.4833
RAJASTHAN,UDAIPUR,24.3712699,73.3915439
SIKKIM,EAST SIKKIM,27.3090704,88.7493998
SIKKIM,NORTH SIKKIM,27.8236356,88.6565309
SIKKIM,SOUTH SIKKIM,27.1990895,88.462785
SIKKIM,WEST SIKKIM,27.3971857,88.2071598
TAMIL NADU,COIMBATORE,11.1168445,76.9558321
TAMIL NADU,CUDDALORE,11.85,79.45
TAMIL NADU,DHARMAPURI,12.2274065,78.1580334
TAMIL NADU,DINDIGUL,10.4673123,77.9802906
TAMIL NADU,ERODE,11.742235,77.3274769
TAMIL NADU,KANCHIPURAM,12.8341735,79.9036402
TAMIL NADU,KANYAKUMARI(NAGERCOIL),8.6883064,77.2384507
TAMIL NADU,KARUR,10.857338,77.780937
TAMIL NADU,KRISHNAGIRI,12.6186113,77.9137364
TAMIL NADU,MADURAI,10.0252007,77.8197754
TAMIL NADU,NAGAPATTINAM,11.27,79.5299999
TAMIL NADU,NAMAKKAL,11.3194391,78.1677236
TAMIL NADU,NILGIRIS(UDHAGAMANDALAM),11.511828,76.695356
TAMIL NADU,PERAMBALUR,11.3333,78.8833
TAMIL NADU,PUDUKKOTTAI,10.479663,78.6208454
TAMIL NADU,RAMANATHAPURAM,9.6523136,78.4476208 
TAMIL NADU,SALEM,11.764325,78.1460142
TAMIL NADU,SIVAGANGA,10.045557,78.383743
TAMIL NADU,THANJAVUR,10.784946,79.040443
TAMIL NADU,THENI,10.1103658,77.2768115
TAMIL NADU,THOOTHUKUDI,9.01,77.84
TAMIL NADU,TIRUCHIRAPPALLI,10.8904833,78.3046725
TAMIL NADU,TIRUNELVELI,9.033,77.4
TAMIL NADU,TIRUVALLUR,13.242549,79.909053
TAMIL NADU,TIRUVANNAMALAI,12.6252841,78.9746957
TAMIL NADU,TIRUVARUR,10.7713187,79.4369974
TAMIL NADU,VELLORE,12.9165167,78.7324986
TAMIL NADU,VILLUPURAM,12.339481,79.297647
TAMIL NADU,VIRUDHUNAGAR,9.583612,77.758344
TRIPURA,DHALAI,23.6466982,91.9099238
TRIPURA,NORTH TRIPURA,23.8327426,92.2236667
TRIPURA,SOUTH TRIPURA,23.0789888,91.6983959
TRIPURA,WEST TRIPURA,23.5517476,91.543469
UTTAR PRADESH,AGRA,27.1766701,78.0080745
UTTAR PRADESH,ALIGARH,27.99381,78.068138
UTTAR PRADESH,ALLAHABAD,25.2358011,81.846311
