State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,Rural_Households,Census_2001_IHHL
ANDHRA PRADESH,11,MAHBUBNAGAR,12463.21,8267.19,3086.64,1109.38,5863.24,1830.56,857.51,8551.3,3227.74,1247.24,857.51,5332.5,418559,66032,484591,3,5433,357,10,0,248061,263280,511341,9,5434,357,15,0,9734.32,2983.43,30.65,1196.86,1716.16,100,24.32,84.52,100,6,12.75,100,39379,20358,188324,0,24.08,0,0,0,0,0,0,750446,85960
ANDHRA PRADESH,12,MEDAK,9398.96,6237.97,2285.12,875.87,4003.9,1819.5,569.91,6393.31,4711.45,1758.04,524.05,6993.54,311743,96490,408233,50,5446,1873,10,0,317448,47977,365425,27,5017,1297,10,0,5932.07,4927.09,83.06,1507.7,1228.84,81.5,134.99,58.56,43.38,100,18.4,18.4,70017,17815,221491,0,27.67,200,0,0,0,0,0,511576,71449
ANDHRA PRADESH,13,NALGONDA,4057.62,2623.6,973.78,460.24,2247.46,1390.03,663.87,4301.36,1940.02,681.67,494.23,3115.93,215058,156761,371819,0,6628,44,10,0,235445,87693,323138,0,6628,955,10,10,1794.62,1432.5,79.82,1455.8,1107.17,76.05,2.2,94.98,100,0,38.25,0,29896,13915,166119,0,18.61,0,0,0,0,0,0,720569,107110
ANDHRA PRADESH,14,NELLORE,6774.39,4452.2,1705.65,616.54,3122.5,882.8,498.12,4503.42,1684.89,811.47,336.83,2833.19,226725,116678,343403,0,6415,1396,10,0,175904,19462,195366,0,6085,549,0,0,4406.08,1401.53,31.81,1467.06,1172.3,79.91,105.77,24.95,23.59,0,0,0,26843,12905,136156,0,22.6,0,0,0,0,0,0,567914,87984
ANDHRA PRADESH,15,NIZAMABAD,3563.44,2292.61,788.33,482.5,1939.81,1210.88,2155.82,5306.51,2381.02,1151.4,317.81,3850.23,225519,9474,234993,0,2477,32,10,0,225519,64759,290278,0,2477,32,36,0,2231.44,2673.67,100,495.4,725.24,100,1.6,0,0,0,0,0,30339,12276,182904,0,18.9,0,0,0,0,0,0,462799,63145
ANDHRA PRADESH,16,PRAKASAM,11629.2,7674.58,2891.99,1062.63,4617.5,1000.81,199.74,5818.05,3567.72,1000.23,198.88,4766.83,386617,193493,580110,0,7224,780,10,0,311202,143288,454490,0,7234,770,41,0,8947.35,3253.39,36.36,1540.8,1148.94,74.57,43.66,8.49,19.45,0,0,0,56801,19482,234919,0,24.51,0,0,0,0,0,0,692542,93185
ANDHRA PRADESH,17,RANGAREDDI,5820.64,3846.08,1396.59,577.97,2979.96,1594.8,142.82,4717.58,1909.82,1590.1,128.32,3628.24,212629,71610,284239,0,3726,467,10,0,181658,69147,250805,0,3726,467,10,0,3911.58,2597.35,66.4,783,458.23,58.52,26.77,19.54,72.99,0,0,0,31785,10520,139353,0,23.29,0,0,0,0,0,0,352247,47862
ANDHRA PRADESH,18,SRIKAKULAM,11000.93,7286.19,2778.43,936.31,3235.39,1183.51,113.87,4532.77,2121.06,941.6,113.86,3176.52,302221,225272,527493,40,6398,266,10,0,135838,82270,218108,16,5712,128,38,3,8143.71,2165.83,26.6,1553.36,742.35,47.79,18.49,2.53,13.68,80,10.88,13.6,13701,9502,103832,0,17.08,0,0,0,0,0,0,580048,47635
ANDHRA PRADESH,19,VISAKHAPATNAM,7601.64,5006.22,1857.77,737.65,3547.35,3980.8,432.83,7960.98,1766.11,3106.95,399.24,5272.29,252875,156460,409335,20,5074,0,10,0,180554,75765,256319,20,6599,628,0,0,5244.76,3760.49,71.7,1014.8,1117.55,100,30.25,16.87,55.77,40,43.52,100,17118,21966,141470,0,21.65,0,0,0,0,0,0,583474,68708
ANDHRA PRADESH,20,VIZIANAGARAM,5074.86,3369.99,1205.77,499.1,2012.02,855.89,315.26,3183.17,1383.98,844.36,257.41,2485.75,220051,245678,465729,10,2999,1668,10,0,167498,159984,327482,8,3368,350,12,0,3307.45,1658.64,50.15,599.8,470.54,78.45,129.33,7.35,5.68,20,13.91,69.55,24357,10388,130242,0,20.74,0,0,0,0,0,0,475145,34909
ANDHRA PRADESH,21,WARANGAL,6027.11,3819.19,1309.33,898.59,2488.92,1044.29,184.76,3717.97,1570.18,567.94,184.76,2322.88,330260,138180,468440,0,4122,2157,10,0,359732,345450,705182,0,4122,515,0,0,3929.91,1198.09,30.49,870.6,809.92,93.03,168.49,23.76,14.1,0,0,0,30645,15980,113831,0,12.96,0,0,0,0,0,0,652254,89391
ANDHRA PRADESH,22,WEST GODAVARI,9050.9,5877.01,2264.52,909.37,4280.96,5850,1148.58,11279.54,3988.55,5598.31,1123.37,10710.23,344272,294425,638697,385,4551,216,10,0,323264,294425,617689,837,4728,514,97,0,5595.99,8313.48,100,1209.6,1376.51,100,19.26,17.78,92.32,281.05,498.54,100,108175,14026,185733,0,37.8,100,20,0,0,0,0,870607,233584
ARUNACHAL PRADESH,1,ANJAW,177.73,124.04,40.39,13.3,93.46,46.78,0,140.24,55.56,29.24,0,84.8,3232,0,3232,8,44,46,1,0,1490,0,1490,2,48,48,0,0,117.93,52.14,44.21,8.8,13.6,100,2.6,1.95,75,16,1.6,10,0,1490,0,0,100,0,0,0,0,0,0,4060,8180
ARUNACHAL PRADESH,2,CHANGLANG,842.74,590.62,191.87,60.25,446.15,96.22,38.47,580.84,322.16,91.52,38.47,452.15,15716,2799,18515,25,384,250,0,0,7298,2670,9968,24,384,238,1,0,548.48,226.85,41.36,76.8,76.8,100,17.96,22.6,100,50,46.8,93.6,0,7183,114,0,98.42,0,2670,0,0,0,0,24444,9050
ARUNACHAL PRADESH,3,DIBANG VALLEY,90.02,63.88,21.47,4.67,58.87,24.62,4.16,87.65,45.04,13.26,3.58,61.88,1085,0,1085,0,102,27,0,0,1088,0,1088,0,40,27,1,0,34.86,32.64,93.63,32.98,10.8,32.75,2.22,2.7,100,0,0,0,0,1088,0,0,100,0,0,0,0,0,0,1297,4181
ARUNACHAL PRADESH,4,EAST KAMENG,440.35,306.8,102.83,30.72,266.78,102.23,8.84,377.85,185.21,94.15,8.84,288.2,7016,1280,8296,25,288,216,0,0,5576,1280,6856,2,288,216,0,0,221.03,143.01,64.7,57.6,90.3,100,18,5.32,29.56,50,2,4,0,5576,0,0,100,0,0,0,0,0,0,11078,2449
ARUNACHAL PRADESH,5,EAST SIANG,457.78,311.35,113.17,33.26,267.43,112.25,0,379.68,188.33,70.54,0,258.87,8222,4723,12945,25,244,42,6,0,4544,1877,6421,7,244,50,0,0,294.88,163.7,55.51,48.8,47.1,96.52,2.1,1.83,87.14,50,12.99,25.98,0,4544,0,0,100,0,1839,0,0,0,0,12904,1986
ARUNACHAL PRADESH,6,KURUNG KUMEY,1306.32,919.89,303.61,82.82,680.65,121.83,0,802.48,448.99,47.84,0,496.84,22036,0,22036,30,684,164,0,0,11671,0,11671,3,684,164,0,0,819.12,255.83,31.23,196.56,136.8,69.6,8.2,8.2,100,60,3.6,6,0,783,0,0,6.71,0,0,0,0,0,0,15417,2698
ARUNACHAL PRADESH,7,LOHIT,354.99,243.65,82.74,28.6,228.44,82.12,30.6,341.16,215.52,58.38,23.92,297.82,8800,0,8800,26,240,182,0,0,8560,1129,9689,25,240,182,1,0,145.53,136.29,93.65,48,48,100,9.9,9.26,93.54,52,41.89,80.56,0,8560,0,0,100,0,0,0,0,0,0,22412,8180
ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,112.32,78.68,26.4,7.24,71.37,43.78,5.14,120.29,49.94,23.66,4.5,78.1,2366,1200,3566,0,134,82,0,0,1521,1200,2721,0,134,82,0,0,50.92,41.44,81.38,28.66,20.74,72.37,4.5,4.86,100,0,0,0,0,1521,0,0,100,0,0,0,0,0,0,8626,0
ARUNACHAL PRADESH,9,LOWER SUBANSIRI,362.98,250.78,83.68,28.52,226.68,110.04,18.18,354.9,182.2,91.97,18.18,292.35,5766,1164,6930,26,232,119,3,0,4538,1164,5702,19,232,119,3,0,189.29,156.29,82.57,46.4,46.4,100,5.96,5.26,88.26,52,37.9,72.88,0,4538,0,0,100,0,0,0,0,0,0,12066,8616
ARUNACHAL PRADESH,10,PAPUM PARE,150.1,102.86,37.79,9.45,98.93,69.45,0,168.38,123.66,54.16,0,177.82,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,0,0,44.04,30.14,68.44,28,58.92,100,5.66,15.8,100,34,3.6,10.59,0,267,0,0,100,0,3778,0,0,0,0,13537,6114
ARUNACHAL PRADESH,11,TAWANG,321.84,224.27,72.34,25.23,194.63,66.64,12.45,273.72,138.75,35.64,11.27,185.66,5478,1210,6688,21,156,91,4,0,4191,1210,5401,13,156,75,1,0,178.79,98.67,55.19,31.2,31,99.36,5.36,0.75,13.99,42,28,66.67,0,4191,0,0,100,0,1210,0,0,0,0,7891,5557
ARUNACHAL PRADESH,12,TIRAP,403.07,280.89,95.66,26.52,243.67,74.48,17.42,335.57,269.15,60.88,17.42,347.45,5780,470,6250,25,304,150,6,0,10067,470,10537,25,334,201,0,0,196.44,213.99,100,60.8,65.4,100,7.5,9.96,100,50,31.66,63.32,0,10067,0,0,100,0,0,0,0,0,0,15458,6355
ARUNACHAL PRADESH,13,UPPER SIANG,200.81,139.74,47.07,14,127.64,53.12,15.07,195.83,120.5,52.51,15.01,188.01,2634,964,3598,15,154,50,4,0,2326,964,3290,14,154,50,0,0,94.52,106.17,100,30.8,30.9,100,2.5,1.16,46.4,30,28,93.33,0,2326,0,0,100,0,964,0,0,0,0,5652,1899
ARUNACHAL PRADESH,14,UPPER SUBANSIRI,467.27,323.21,108.07,35.99,298.3,121.83,20.23,440.36,275.58,99.11,20.23,394.92,9045,461,9506,25,154,221,3,0,7123,461,7584,5,156,200,0,0,268.99,295.04,100,30.8,32.14,100,21.32,19.7,92.4,50,10,20,0,7123,0,0,100,0,0,0,0,0,0,12952,4116
ARUNACHAL PRADESH,15,WEST KAMENG,387.3,269.67,91.67,25.96,251.78,89.89,12.14,353.81,174.11,48.82,12.14,235.07,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,0,0,185.94,95.07,51.13,61.2,61.2,100,5.56,5.55,99.82,50,31.2,62.4,0,3744,0,0,100,0,0,0,0,0,0,12542,5055
ARUNACHAL PRADESH,16,WEST SIANG,625.32,432.02,144.22,49.08,326.09,116.73,13.37,456.19,289.35,99.63,13.37,402.35,11472,0,11472,25,378,2,0,0,7130,84,7214,7,378,20,0,0,373.63,223.05,59.7,75.6,106.29,100,0.1,4.24,100,50,6.01,12.02,0,7130,0,0,100,0,84,0,0,0,0,15387,9985
ASSAM,1,BAGSHA,3930.13,2769.19,865.85,295.09,2564.67,484,208,3256.67,2607.37,479.28,208,3294.66,85697,63785,149482,15,1789,69,3,0,73500,21780,95280,15,1789,69,3,0,2954.87,2625.23,88.84,376.3,478.6,100,3.46,4.83,100,30,23.2,77.33,13690,31050,28630,130,60.87,0,0,0,0,0,0,188191,0
ASSAM,2,BARPETA,6162.6,4361.74,1348.62,452.24,3876.98,661.11,259.82,4797.91,3264.23,643.38,259.82,4167.43,150747,93069,243816,0,1806,175,10,0,103584,33545,137129,0,2038,175,0,0,5293.17,3514.47,66.4,361.2,384.71,100,8.76,14.07,100,0,0,0,3899,1488,98197,0,5.2,0,0,0,0,0,0,306688,190588
ASSAM,3,BONGAIGAON,2773.12,1950.68,635.65,186.79,1097.58,314.11,15.44,1427.13,121.11,292.44,15.44,428.99,51929,39654,91583,15,1222,59,3,0,5245,8881,14126,0,1252,59,0,0,2040.49,139.58,6.84,302.12,244.19,80.83,2.96,4.13,100,30,0,0,42,27,5176,0,1.32,6,17,0,0,0,0,124874,65431
ASSAM,4,CACHAR,4741.34,3346.64,1045.87,348.83,3015.78,578.47,306.27,3900.52,2331.7,578.47,278.38,3188.56,119931,46293,166224,0,1839,1697,0,0,102964,21160,124124,1,1873,985,2,92,3760.31,2623.89,69.78,367.57,351.8,95.71,126.76,58.34,46.02,0,0.37,0,11513,1461,89990,0,12.6,0,0,0,0,0,0,299194,182908
ASSAM,5,CHIRANG,1522.06,1074.34,340.85,106.87,959,193,30.1,1182.1,775.44,189.48,29.38,994.3,29956,20899,50855,10,778,38,2,0,21561,4252,25813,3,778,38,2,0,1082.56,512.98,47.39,155.6,186.89,100,1.9,2.56,100,20,4.8,24,1939,11326,8094,0,61.52,256,744,0,0,0,0,89657,0
ASSAM,6,DARRANG,3824.75,2681.62,848.25,294.88,2001.08,395.94,150.44,2547.46,1578.31,392.87,150.44,2121.62,86628,25633,112261,25,673,539,5,0,50886,6473,57359,0,673,243,0,0,3208.36,1853.56,57.77,131.6,127.9,97.19,41.76,17.01,40.73,50,0,0,0,0,50886,0,0,0,0,0,0,0,0,175393,120945
ASSAM,7,DHEMAJI,3228.33,2284.89,697.63,245.81,2058.67,353.63,158.36,2570.66,1859.89,353.63,158.36,2371.88,80854,18546,99400,10,871,230,5,0,58498,15565,74063,10,887,230,5,4,2757.39,1951.96,70.79,174.2,280.17,100,11.5,30.99,100,12.5,11.5,92,6564,26894,24282,0,57.2,0,0,0,0,0,0,119112,31371
ASSAM,8,DHUBRI,8964.87,6264.78,1985.57,714.52,4589.66,949.9,408.79,5948.35,3572.51,925.79,390.48,4888.77,205324,42052,247376,50,1016,1902,2,0,130858,8848,139706,0,1181,576,4,9,7353.36,4322.79,58.79,203.2,222.11,100,164.16,48.37,29.47,100,0,0,2118,0,128740,0,1.62,0,0,0,0,0,0,370734,119216
ASSAM,9,DIBRUGARH,3021.96,2136.12,653.02,232.82,1988.97,350.57,16.06,2355.6,1781.16,350.52,11.73,2143.41,77606,45384,122990,0,969,900,4,0,69914,38104,108018,0,972,559,4,0,2515.93,1807.41,71.84,200.64,175.39,87.42,63.76,28.89,45.31,0,0,0,1393,557,33478,0,2.79,0,0,0,0,0,0,218256,133108
ASSAM,10,GOALPARA,2837.73,2002.27,645.89,189.57,1864.88,376.47,163.96,2405.31,1483.15,376.47,159.23,2018.85,65070,21747,86817,0,1840,951,3,0,61642,11252,72894,1,1840,804,3,4,1936.37,1553.24,80.21,521.92,353.57,67.74,54.92,55.21,100,0,0.88,0,3045,9142,49455,0,19.77,0,0,0,0,0,0,168874,82698
ASSAM,11,GOLAGHAT,3133.34,2179.53,676.25,277.56,2026.68,400.98,96.93,2524.59,1927.61,400.98,96.42,2425,79743,27031,106774,0,1248,119,6,0,77985,22801,100786,0,1249,122,6,0,2449.84,2023.33,82.59,249.6,240.27,96.26,5.96,8.21,100,0,0,0,4688,7835,65462,0,16.06,0,0,0,0,0,0,202469,101692
ASSAM,12,HAILAKANDI,1737.93,1215.24,379.49,143.2,1136.71,308.45,130.43,1575.59,1114.93,248.95,130.33,1494.21,49837,12445,62282,0,1140,35,4,0,49837,10570,60407,0,1140,35,4,0,1296.94,1162.71,89.65,228,233.22,100,1.76,2.33,100,0,0,0,5360,826,43651,0,12.41,0,0,0,0,0,0,133055,71986
ASSAM,13,JORHAT,3071.84,2172.7,709.72,189.42,1827.95,376.48,128.8,2333.23,1762.78,376.48,127.9,2267.17,65070,21747,86817,0,1840,951,6,0,57242,21747,78989,0,1852,701,3,1,2244.67,1796.69,80.04,442.51,326.39,73.76,69.32,47.47,68.48,0,0,0,6805,13049,37388,0,34.68,0,0,0,0,0,0,181811,93180
ASSAM,14,KAMRUP,3018.34,2129.06,644.75,244.53,1988.28,366.25,237.69,2592.22,2026.15,366.22,196.59,2588.96,85785,52723,138508,0,521,1531,0,0,84725,21386,106111,0,521,975,0,0,2436.2,2314.88,95.02,102.5,82.6,80.59,114.12,57.25,50.17,0,0,0,0,0,35480,0,0,0,0,0,0,0,0,274590,155852
ASSAM,15,KARBI ANGLONG,3832.82,2713.59,935.24,183.99,1628.37,67.77,42.18,1738.32,910.17,50.97,15.22,976.36,60953,19293,80246,0,3304,1406,4,0,11846,407,12253,0,2450,247,0,0,2372.36,338.62,14.27,998.98,579.4,58,137.56,15.96,11.6,0,0,0,0,11846,0,0,100,0,0,0,0,0,0,152873,53477
ASSAM,16,KARIMGANJ,2672.51,1865.25,586.72,220.54,1730.37,343.3,244.49,2318.16,1531.33,343.3,244.49,2119.11,78992,15409,94401,14,1051,912,3,0,76687,15409,92096,0,1054,623,1,0,2148.75,1784.67,83.06,209.76,238.36,100,60.36,43.84,72.63,17.5,0,0,21220,3785,51682,0,32.61,0,0,0,0,0,0,223720,141643
ASSAM,17,KOKRAJHAR,2979.14,2075.89,638.56,264.69,1935.06,394.05,117.58,2446.69,1933.58,390.49,79.37,2403.45,84830,35087,119917,0,1157,146,3,0,76914,20273,97187,0,1226,146,2,1,2245.27,1987.41,88.52,225.86,243.92,100,7.31,7.14,97.67,0,0,0,7791,42532,26338,14,65.43,0,0,0,0,0,0,168278,32373
ASSAM,18,LAKHIMPUR,3024.58,2138.81,646.27,239.5,2007.79,393.74,101.48,2503,1884.24,377.93,101.48,2363.64,73224,22938,96162,0,1432,276,4,0,62482,3975,66457,0,1432,276,7,3,2293.57,1974.37,86.08,286.4,286.7,100,13.8,19.48,100,0,0,0,304,1331,60847,0,2.62,0,0,0,0,0,0,181790,77547
ASSAM,19,MARIGAON,1802.88,1249.95,375.72,177.21,1178.34,217.59,150.33,1546.26,1167.47,217.59,147.91,1532.98,60770,105564,166334,0,326,797,3,0,60770,105564,166334,0,505,596,2,0,1618.55,1319.13,81.5,57.06,79.1,100,49.92,24.99,50.06,0,0,0,7330,12890,38579,0,33.27,0,0,0,0,0,0,169007,66198
ASSAM,20,NAGAON,7161.99,5052.42,1594.4,515.17,4478.82,758,481.7,5718.52,4347.62,757.14,405.43,5510.2,168391,60850,229241,0,2468,621,10,0,159819,12336,172155,0,2468,621,0,0,6005.87,4861.69,80.95,622.54,435.93,70.02,42.06,43.47,100,0,0,0,7583,5791,144916,5,8.37,0,0,0,0,0,0,480208,265792
ASSAM,21,NALBARI,3139.74,2195.41,676.86,267.47,1858.97,337.55,78.35,2274.87,975.7,278.07,78.35,1332.11,88093,127387,215480,0,282,710,5,0,55324,20039,75363,0,282,597,0,0,2634.4,1187.61,45.08,56.4,53.22,94.36,42.76,41.4,96.82,0,0,0,184,0,31649,0,0.33,0,0,0,0,0,0,137639,102544
ASSAM,22,NORTH CACHAR HILLS,1293,913.76,305.08,74.16,502.17,0,16.19,518.36,103.5,0,16.19,119.69,21328,1102,22430,0,810,194,5,0,5398,405,5803,0,235,16,0,0,779.29,80.97,10.39,305.56,27.6,9.03,18.6,0,0,0,0,0,0,5398,0,0,100,0,405,0,0,0,0,29499,11354
ASSAM,23,SIBSAGAR,3209.83,2259.72,729.12,220.99,2101.24,449.78,163.41,2714.43,2036.33,449.78,162.51,2648.62,74686,52367,127053,0,2135,935,4,0,66758,22642,89400,0,2135,935,1,8,2405.15,2052.86,85.35,562.6,388.26,69.01,46.76,65.45,100,0,0,0,1408,3017,62333,0,6.63,0,0,0,0,0,0,220760,128131
ASSAM,24,SONITPUR,4851,3387.94,1094.71,368.35,3113.68,538.3,254.88,3906.86,3089.73,537.95,254.88,3882.57,120048,93032,213080,42,1951,607,6,0,104731,25552,130283,3,1951,607,3,0,3940.16,3319.42,84.25,547.77,357.87,65.33,33.22,42.8,100,42,2,4.76,4494,5587,94650,0,9.63,219,199,0,0,0,0,346401,156319
ASSAM,25,TINSUKIA,2840.31,1984.83,619.16,236.32,1687.92,444.17,35.92,2168.01,1185.35,440.66,33.93,1659.94,68774,29814,98588,0,870,623,8,0,64232,27610,91842,0,870,574,8,0,2224.3,1368.91,61.54,211.93,156.05,73.63,35.82,34.83,97.24,0,0,0,6778,8901,48553,0,24.41,0,0,0,0,0,0,209603,129451
ASSAM,26,UDALGURI,4038.66,2841.7,903.71,293.25,2400.11,459.95,159.53,3019.59,1808.64,459.92,159.53,2428.09,85751,67169,152920,30,1434,396,7,0,51886,13584,65470,30,1434,316,1,0,3141.65,1895.15,60.32,298.32,279.63,93.73,32.3,21.74,67.31,60,59.2,98.67,4772,19762,27351,1,47.28,0,0,0,0,0,0,159630,11248
BIHAR,1,ARARIA,4630.29,3129.75,1116.55,383.99,1562.53,525.93,109.25,2197.71,1151.88,504.62,85.25,1741.75,100000,74194,174194,50,1594,42,10,0,62048,4241,66289,0,1594,37,10,1,2913.5,1087.99,37.34,488.9,481.43,98.47,3.36,2.48,73.81,25,0,0,6998,187,50592,0,11.58,0,0,0,0,0,0,529611,22000
BIHAR,2,ARWAL,2565.43,1738.33,620.08,207.02,904.46,276.6,0,1181.06,739.58,274.46,0,1014.04,50500,43853,94353,50,848,53,5,0,30605,6554,37159,14,816,35,1,0,1529.16,694.47,45.42,252.1,142.9,56.68,4.24,1.92,45.28,50,4.5,9,6569,0,24036,0,21.46,9,0,78,35,0,5,109546,51693
BIHAR,3,AURANGABAD,7219.24,4914.68,1790.05,514.51,2431.36,836.12,68.26,3335.73,1589.22,591.28,68.26,2248.76,123115,90829,213944,50,3060,463,10,0,52202,15860,68062,23,2329,307,0,12,3966.07,1466.53,36.98,1280.7,627.18,48.97,46.19,19.48,42.17,20,11.44,57.2,25074,0,27128,0,48.03,0,0,0,0,0,0,351828,43201
